Year,FIRE_NAME,EXPECT_MATCH_2,DPA,Ranger_unit,County,Start,Contained,CDF_acres_burned,Other_acres_burned,Region,Ranger_unit2,County2,County3,Veg_type,Cause,Destroyed_structures,Incident_number,National_forest,Fire_name2,DPA2,Damaged_structures,Firefighter_fatalities,Civilian_fatalities
1980,SYCAMORE,,CDF,San Bernardino,NA,11/24/1980,11/27/1980,195,2160,VI,NA,NA,NA,B,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
1980,THUNDER,,USFS,San Bernardino,NA,11/24/1980,11/30/1980,0,11500,VI,NA,NA,NA,B,Equipment use,29,NA,NA,NA,NA,NA,NA,NA
1980,TOWERHOUSE,,CDF,Shasta-Trinity,NA,8/13/1980,8/15/1980,2349,0,II,NA,NA,NA,B,Arson,3,NA,NA,NA,NA,NA,NA,NA
1980,TREMONT 1-4,,CDF,Riverside,NA,10/2/1980,10/2/1980,309,0,VI,NA,NA,NA,B,Arson,NA,NA,NA,NA,NA,NA,NA,NA
1980,TURNER,,CDF,Riverside,NA,11/16/1980,11/20/1980,7500,20500,VI,NA,NA,NA,BGA,Arson,7,NA,NA,NA,NA,NA,NA,NA
1980,WHEEL,,CDF,Santa Clara,NA,10/10/1980,10/10/1980,1500,0,V,NA,NA,NA,BGA,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
1980,WHIPPLE,,CDF,Mendocino,NA,10/7/1980,10/7/1980,450,0,I,NA,NA,NA,TWBG,Play W/Fire,NA,NA,NA,NA,NA,NA,NA,NA
1980,WINDY,,USFS,San Bernardino,NA,11/16/1980,11/17/1980,0,335,VI,NA,NA,NA,BT,Arson,NA,NA,NA,NA,NA,NA,NA,NA
1981,ATLAS PEAK,,CDF,Lake-Napa,NA,6/22/1981,6/23/1981,23000,0,I,NA,NA,NA,TWBGAP,Arson,69,NA,NA,NA,NA,NA,NA,NA
1981,BARBER,,CDF,Riverside,NA,6/15/1981,6/17/1981,11460,0,VI,NA,NA,NA,B,Misc,NA,NA,NA,NA,NA,NA,NA,NA
1981,BASALT,1,CDF,Lake-Napa,NA,6/13/1981,6/14/1981,700,0,I,NA,NA,NA,WBG,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
1981,BLACK HAWK,,CDF,Santa Clara,NA,7/14/1981,7/16/1981,2400,0,V,NA,NA,NA,WBG,Arson,NA,NA,NA,NA,NA,NA,NA,NA
1981,BUCHANAN,,CDF,Tuolumne-Calaveras,NA,8/8/1981,8/10/1981,706,0,IV,NA,NA,NA,BG,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
1981,CAWSTON,,CDF,Riverside,NA,9/13/1981,9/13/1981,475,20,VI,NA,NA,NA,BG,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
1981,CENTER,,USFS,San Bernardino NF,NA,8/28/1981,8/29/1981,0,1700,VI,NA,NA,NA,BG,Play W/Fire,NA,NA,NA,NA,NA,NA,NA,NA
1981,COLTON,,CDF,San Bernardino,NA,6/4/1981,6/5/1981,2500,0,VI,NA,NA,NA,B,Misc,NA,NA,NA,NA,NA,NA,NA,NA
1981,COOLEY,,CDF,Mendocino,NA,9/4/1981,9/5/1981,500,0,I,NA,NA,NA,BG,Debris,NA,NA,NA,NA,NA,NA,NA,NA
1981,COTTONWOOD,,CDF,Riverside,NA,6/15/1981,6/16/1981,1300,0,VI,NA,NA,NA,B,Play W/Fire,NA,NA,NA,NA,NA,NA,NA,NA
1981,COW MOUNTAIN,,CDF,Mendocino,NA,8/8/1981,8/12/1981,25534,0,I,NA,NA,NA,WBG,Arson,4,NA,NA,NA,NA,NA,NA,NA
1981,CULP,,CDF,San Diego,NA,7/28/1981,7/28/1981,1045,0,VI,NA,NA,NA,B,Misc,NA,NA,NA,NA,NA,NA,NA,NA
1981,DAWSON,,CDF,Riverside,NA,6/17/1981,6/17/1981,6400,0,VI,NA,NA,NA,B,Smoking,2,NA,NA,NA,NA,NA,NA,NA
1981,DAWSON #2,,CDF,Riverside,NA,6/28/1981,6/28/1981,450,0,VI,NA,NA,NA,B,Play W/Fire,NA,NA,NA,NA,NA,NA,NA,NA
1981,EAST,,USFS,Modoc NF,NA,9/17/1981,9/20/1981,0,540,II,NA,NA,NA,T,Lightning,NA,NA,NA,NA,NA,NA,NA,NA
1981,EUCLID,,CDF,San Bernardino,NA,10/31/1981,10/31/1981,700,0,VI,NA,NA,NA,G,Arson,NA,NA,NA,NA,NA,NA,NA,NA
1981,FEATHERSTONE,,CDF,San Diego,NA,9/14/1981,9/15/1981,403,0,VI,NA,NA,NA,B,Arson,NA,NA,NA,NA,NA,NA,NA,NA
1981,FLAT,,CC,Kern CC,NA,8/27/1981,8/30/1981,0,1500,IV,NA,NA,NA,G,Play W/Fire,NA,NA,NA,NA,NA,NA,NA,NA
1981,GAMBOA #1,,USFS,Los Padres NF,NA,6/25/1981,7/1/1981,0,3620,V,NA,NA,NA,BG,Campfire,NA,NA,NA,NA,NA,NA,NA,NA
1981,GAY,,USFS,Los Padres NF,NA,10/21/1981,10/24/1981,1015,375,V,NA,NA,NA,BG,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
1981,GOETZ,1,CDF,Riverside,NA,7/4/1981,7/4/1981,1000,0,VI,NA,NA,NA,BA,Arson,NA,NA,NA,NA,NA,NA,NA,NA
1981,GRANITE SPRINGS,,CDF,Madera-Mariposa,NA,7/15/1981,7/15/1981,590,0,IV,NA,NA,NA,TBG,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
1981,GRIZZLY,,CDF,Lake-Napa,NA,7/26/1981,7/28/1981,4392,0,I,NA,NA,NA,WBG,Arson,1,NA,NA,NA,NA,NA,NA,NA
1981,HERBERT,,CDF,Los Padres NF,NA,7/14/1981,7/14/1981,2045,15,V,NA,NA,NA,GAP,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
1981,HORSE VALLEY,,CDF,San Benito-Monterey,NA,6/16/1981,6/16/1981,3755,0,V,NA,NA,NA,WBGA,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
1981,HUNTER,,USFS,Mendocino NF,NA,8/9/1981,8/11/1981,1810,130,I,NA,NA,NA,TBW,Debris,NA,NA,NA,NA,NA,NA,NA,NA
1981,INGALLS,,USFS,Plumas NF,NA,9/17/1981,9/24/1981,0,5995,II,NA,NA,NA,T,Lightning,NA,NA,NA,NA,NA,NA,NA,NA
1981,JOERGER SERIES,,CDF,Amador-El Dorado,NA,6/18/1981,6/18/1981,2305,0,IV,NA,NA,NA,WG,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
1981,LANGS PEAK,,CDF,Lake-Napa,NA,8/9/1981,8/12/1981,14660,0,I,NA,NA,NA,BG,Arson,NA,NA,NA,NA,NA,NA,NA,NA
1981,LIGHTNING #25,1,CDF,Lassen-Modoc,NA,8/17/1981,8/18/1981,690,0,II,NA,NA,NA,BG,Lightning,NA,NA,NA,NA,NA,NA,NA,NA
1981,LIGHTNING #6,,CDF,Lassen-Modoc,NA,8/17/1981,8/18/1981,750,0,II,NA,NA,NA,WBG,Lightning,NA,NA,NA,NA,NA,NA,NA,NA
1981,LIKELY,1,USFS,Modoc NF,NA,9/18/1981,9/22/1981,0,525,II,NA,NA,NA,T,Lightning,NA,NA,NA,NA,NA,NA,NA,NA
1981,MEISS,,CDF,Amador-El Dorado,NA,6/14/1981,6/14/1981,13200,0,IV,NA,NA,NA,WBG,Misc,NA,NA,NA,NA,NA,NA,NA,NA
1981,MONTEZUMA,,CDF,San Diego,NA,5/2/1981,5/3/1981,400,0,VI,NA,NA,NA,B,Arson,NA,NA,NA,NA,NA,NA,NA,NA
1981,MORENO,,CDF,San Diego,NA,7/3/1981,7/3/1981,3108,0,VI,NA,NA,NA,B,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
1981,MORONGO #28 & 29,,CDF,Riverside,NA,8/4/1981,8/5/1981,300,0,VI,NA,NA,NA,B,Arson,NA,NA,NA,NA,NA,NA,NA,NA
1981,MURRIETA,1,CDF,Riverside,NA,6/15/1981,6/17/1981,8544,0,VI,NA,NA,NA,BGA,Arson,2,NA,NA,NA,NA,NA,NA,NA
1981,NELLIE DENT,,CC,Kern CC,NA,7/15/1981,7/16/1981,0,1441,IV,NA,NA,NA,BG,Campfire,NA,NA,NA,NA,NA,NA,NA,NA
1981,OAT MOUNTAIN,,CC,Los Angeles & Ventura,NA,10/31/1981,11/1/1981,0,17500,VI,NA,NA,NA,BGW,Equipment use,9,NA,NA,NA,NA,NA,NA,NA
1981,OTAY #4,,CDF,San Diego,NA,6/25/1981,6/27/1981,400,0,VI,NA,NA,NA,B,Campfire,NA,NA,NA,NA,NA,NA,NA,NA
1981,OUTSIDE ORIGIN #1,,CITY,San Diego,NA,6/15/1981,6/17/1981,3025,850,VI,NA,NA,NA,BG,Arson,NA,NA,NA,NA,NA,NA,NA,NA
1981,PROCTOR #1,1,CDF,San Diego,NA,6/21/1981,6/21/1981,355,0,VI,NA,NA,NA,B,Arson,NA,NA,NA,NA,NA,NA,NA,NA
1981,RANCHO,1,CDF,Riverside,NA,8/22/1981,8/22/1981,1440,0,VI,NA,NA,NA,BG,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
1981,RECHE,,CDF,Riverside,NA,6/17/1981,6/18/1981,2000,0,VI,NA,NA,NA,B,Arson,NA,NA,NA,NA,NA,NA,NA,NA
1981,REY FIRE,,CDF,Santa Barbara,NA,9/22/1981,9/25/1981,0,1818,V,NA,NA,NA,BG,Debris,NA,NA,NA,NA,NA,NA,NA,NA
1981,RICE CANYON ROAD,,CDF,Lassen-Modoc,NA,8/12/1981,8/13/1981,8,292,II,NA,NA,NA,TBG,Arson,NA,NA,NA,NA,NA,NA,NA,NA
1981,ROUND VALLEY,1,CDF,Tulare,NA,6/19/1981,6/20/1981,3600,0,IV,NA,NA,NA,G,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
1981,SCHOOL TEACHER HILL,,CDF,Lake-Napa,NA,9/20/1981,9/20/1981,493,0,I,NA,NA,NA,BG,Arson,NA,NA,NA,NA,NA,NA,NA,NA
1981,SLOAT,,USFS,Plumas NF,NA,7/21/1981,7/21/1981,0,850,II,NA,NA,NA,T,Arson,NA,NA,NA,NA,NA,NA,NA,NA
1981,SPRINGS,,CDF,Owens Valley,NA,2/24/1981,2/25/1981,1200,0,VI,NA,NA,NA,B,Arson,NA,NA,NA,NA,NA,NA,NA,NA
1981,SPRUCE,,CDF,Riverside,NA,6/4/1981,6/4/1981,1030,0,VI,NA,NA,NA,B,Play W/Fire,NA,NA,NA,NA,NA,NA,NA,NA
1981,ST. ELMO,1,CC,Kern CC,NA,8/24/1981,8/25/1981,0,400,IV,NA,NA,NA,BG,NA,NA,NA,NA,NA,NA,NA,NA,NA
1981,SULPHUR BANK,,CDF,Lake-Napa,NA,8/9/1981,8/11/1981,2300,0,I,NA,NA,NA,WBG,Arson,NA,NA,NA,NA,NA,NA,NA,NA
1981,SWALL,,USFS,Inyo NF,NA,8/9/1981,8/12/1681,80,1820,VI,NA,NA,NA,TB,Play W/Fire,3,NA,NA,NA,NA,NA,NA,NA
1981,USFS #5,1,USFS,Sierra NF,NA,8/28/1981,8/30/1981,0,1300,IV,NA,NA,NA,BG,Campfire,NA,NA,NA,NA,NA,NA,NA,NA
1981,WASHBURN RANCH,,CDF,San Luis Obispo,NA,6/11/1981,6/11/1981,2880,0,V,NA,NA,NA,BGA,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
1981,WEBBER,1,CDF,Lassen-Modoc,NA,8/18/1981,8/18/1981,1290,0,II,NA,NA,NA,BG,Lightning,NA,NA,NA,NA,NA,NA,NA,NA
1981,WRIGHTS,,USFS,El Dorado NF,NA,8/8/1981,8/12/1981,0,3600,IV,NA,NA,NA,T,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
1981,YOSEMITE LAKES,,CDF,Madera-Mariposa,NA,7/4/1981,7/5/1981,400,0,IV,NA,NA,NA,W,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
1981,YOUNG,1,CC,Kern CC,NA,9/1/1981,9/3/1981,0,1400,IV,NA,NA,NA,BG,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,BELL VALLEY,,CDF,San Diego,NA,8/19/1982,8/20/1982,562,31,VI,NA,NA,NA,B,Campfire,NA,NA,NA,NA,NA,NA,NA,NA
1982,BLAINE,,CDF,Riverside,NA,8/18/1982,8/19/1982,320,0,VI,NA,NA,NA,BG,Play W/Fire,NA,NA,NA,NA,NA,NA,NA,NA
1982,CHALK RESERVOIR,,CDF,Shasta-Trinity,NA,8/24/1982,8/26/1982,3800,0,II,NA,NA,NA,WGB,Debris,NA,NA,NA,NA,NA,NA,NA,NA
1982,COGNINA,,CDF,San Benito-Monterey,NA,9/8/1982,9/8/1982,2450,0,V,NA,NA,NA,WBG,Arson,NA,NA,NA,NA,NA,NA,NA,NA
1982,DAYTON,,CC,Ventura & Los Angeles,NA,10/9/1982,10/11/1982,0,54000,VI,NA,NA,NA,BG,Arson,NA,NA,NA,NA,NA,NA,NA,NA
1982,DIABLO CANYON,,CDF,San Benito-Monterey,NA,10/16/1982,10/18/1982,2200,0,V,NA,NA,NA,GB,Misc,NA,NA,NA,NA,NA,NA,NA,NA
1982,DULZURA,,CDF,San Diego,NA,10/23/1982,10/25/1982,5019,0,VI,NA,NA,NA,B,Debris,NA,NA,NA,NA,NA,NA,NA,NA
1982,DUZEN,1,USFS,Six Rivers NF,NA,9/11/1982,9/13/1982,0,415,I,NA,NA,NA,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,FIVE,1,NF,Klamath NF,NA,7/21/1982,7/26/1982,0,1800,II,NA,NA,NA,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,FOX,,CDF,Riverside,NA,8/9/1982,8/9/1982,550,0,VI,NA,NA,NA,B,Arson,NA,NA,NA,NA,NA,NA,NA,NA
1982,GYPSUM,,CC,Orange County,NA,10/9/1982,10/11/1982,0,16800,VI,NA,NA,NA,B,Misc,14,NA,NA,NA,NA,NA,NA,NA
1982,HAUL,,CC,Ventura County,NA,10/8/1982,10/9/1982,0,3000,VI,NA,NA,NA,BG,Arson,65,NA,NA,NA,NA,NA,NA,NA
1982,JOHNSON,,CDF,Fresno-Kings,NA,5/16/1982,5/16/1982,1760,0,IV,NA,NA,NA,G,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
1982,JURY,1,CC,Kern County,NA,7/25/1982,7/25/1982,0,640,IV,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,KEYSTONE,,CDF,Tuolumne-Calaveras,NA,7/27/1982,7/29/1982,2778,0,IV,NA,NA,NA,GAP,Misc,NA,NA,NA,NA,NA,NA,NA,NA
1982,OAK FLAT,,CDF,Tulare,NA,8/23/1982,8/24/1982,310,0,IV,NA,NA,NA,G,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
1982,OTAY #9,,CDF,San Diego,NA,10/11/1982,10/11/1982,782,0,VI,NA,NA,NA,B,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
1982,P. G. & E. #13,,CDF,San Benito-Monterey,NA,7/27/1982,7/27/1982,825,0,V,NA,NA,NA,WB,Misc,NA,NA,NA,NA,NA,NA,NA,NA
1982,RAVE,1,BLM,Lassen-Modoc,NA,9/9/1982,9/9/1982,0,3500,II,NA,NA,NA,BG,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
1982,RAWSON,,CDF,Riverside,NA,8/9/1982,8/10/1982,1277,0,VI,NA,NA,NA,BG,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
1982,ROBLE LOMAS,,CDF,Tulare,NA,9/13/1982,9/13/1982,725,0,IV,NA,NA,NA,B,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
1982,SHEEP'S TRAIL,1,CC,Kern County,NA,6/7/1982,N/A,0,3029,IV,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,SILVERADO,,CDF,Lake-Napa,NA,9/11/1982,9/14/1982,4130,0,I,NA,NA,NA,TBGW,Misc,1,NA,NA,NA,NA,NA,NA,NA
1982,STEELE CANYON,,CDF,Lake-Napa,NA,9/11/1982,9/12/1982,600,0,I,NA,NA,NA,B,Arson,NA,NA,NA,NA,NA,NA,NA,NA
1982,STOCKTON,,USFS,San Bernardino,NA,9/23/1982,9/24/1982,0,450,VI,NA,NA,NA,BG,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,SWEENY,,CDF,Santa Clara,NA,9/6/1982,9/7/1982,1282,0,V,NA,NA,NA,GB,Smoking,NA,NA,NA,NA,NA,NA,NA,NA
1982,TEMPERANCE FLAT,,CDF,Madera-Mariposa,NA,7/31/1982,8/3/1982,7770,0,IV,NA,NA,NA,GB,Campfire,NA,NA,NA,NA,NA,NA,NA,NA
1982,TULE,,CDF,San Diego,NA,6/10/1982,6/12/1982,4321,0,VI,NA,NA,NA,BG,Misc,NA,NA,NA,NA,NA,NA,NA,NA
1982,VILLAGE,,USFS,Riverside,NA,8/20/1982,8/22/1982,2055,1295,VI,NA,NA,NA,B,Lightning,NA,NA,NA,NA,NA,NA,NA,NA
1982,YUMA,,USFS,San Bernardino NF,NA,9/2/1982,9/3/1982,0,800,VI,NA,NA,NA,BG,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983,BANNING,,CDF,Riverside,NA,7/23/1983,7/25/1983,2990,0,VI,NA,NA,NA,B,Arson,NA,NA,NA,NA,NA,NA,NA,NA
1983,BEDFORD,,CDF,Riverside,NA,8/13/1983,8/13/1983,310,0,VI,NA,NA,NA,B,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
1983,CANYON,,CDF,Riverside,NA,6/16/1983,6/16/1983,1160,0,VI,NA,NA,NA,B,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
1983,CARRIZO,,CDF,San Diego,NA,6/18/1983,6/19/1983,647,0,VI,NA,NA,NA,B,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
1983,DEL VALLE P.G. & E.,,CDF,Santa Clara,NA,7/12/1983,7/16/1983,4650,0,V,NA,NA,NA,WBG,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
1983,DRY CREEK,,CDF,Tulare,NA,6/20/1983,6/21/1983,600,0,IV,NA,NA,NA,BG,Arson,NA,NA,NA,NA,NA,NA,NA,NA
1983,EUCLID,,CDF,San Diego,NA,7/13/1983,7/14/1983,517,0,VI,NA,NA,NA,B,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
1983,FRESNO #2,,CDF,Riverside,NA,7/12/1983,7/13/1983,700,0,VI,NA,NA,NA,B,Arson,1,NA,NA,NA,NA,NA,NA,NA
1983,FRESNO #3,,CDF,Riverside,NA,7/13/1983,7/14/1983,900,0,VI,NA,NA,NA,B,Arson,NA,NA,NA,NA,NA,NA,NA,NA
1983,HAMLIN CANYON,,CDF,Butte,NA,9/3/1983,9/4/1983,1860,0,II,NA,NA,NA,BG,Misc,NA,NA,NA,NA,NA,NA,NA,NA
1983,KERN COUNTY #13,1,CC,Kern County,NA,7/12/1983,7/12/1983,0,3000,IV,NA,NA,NA,BG,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
1983,KERN COUNTY #18,1,CC,Kern County,NA,7/22/1983,7/23/1983,0,330,IV,NA,NA,NA,B,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983,LIGHTNING #4,1,CDF,Fresno-Kings,NA,8/30/1983,9/1/1983,7800,0,IV,NA,NA,NA,BG,Lightning,NA,NA,NA,NA,NA,NA,NA,NA
1983,LIGHTNING #7,,CDF,Madera-Mariposa,NA,8/31/1983,9/1/1983,750,0,IV,NA,NA,NA,WBG,Lightning,NA,NA,NA,NA,NA,NA,NA,NA
1983,MARCH #2,,CDF,Lake-Napa,NA,9/11/1983,9/12/1983,600,0,I,NA,NA,NA,B,Debris,NA,NA,NA,NA,NA,NA,NA,NA
1983,MARRON,,CDF,San Diego,NA,8/6/1983,8/7/1983,300,0,VI,NA,NA,NA,B,Lightning,NA,NA,NA,NA,NA,NA,NA,NA
1983,MATILIJA,,USFS,Los Padres NF,NA,7/9/1983,7/15/1983,0,4600,VI,NA,NA,NA,B,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983,MCKINLEY,,CDF,Riverside,NA,7/18/1983,7/18/1983,1612,0,VI,NA,NA,NA,G,Playing with fire,NA,NA,NA,NA,NA,NA,NA,NA
1983,MORGAN VALLEY,,CDF,Lake-Napa,NA,9/19/1983,9/20/1983,500,0,I,NA,NA,NA,B,Arson,NA,NA,NA,NA,NA,NA,NA,NA
1983,MORONGO #3,,CDF,Riverside,NA,6/6/1983,6/6/1983,316,0,VI,NA,NA,NA,B,Arson,NA,NA,NA,NA,NA,NA,NA,NA
1983,MUNJAR,,CDF,Butte,NA,6/17/1983,6/17/1983,4220,0,II,NA,NA,NA,GAP,Debris,NA,NA,NA,NA,NA,NA,NA,NA
1983,OLD TOLL,,CDF,Madera-Mariposa,NA,7/12/1983,7/12/1983,600,0,IV,NA,NA,NA,B,Arson,NA,NA,NA,NA,NA,NA,NA,NA
1983,POPE CANYON,,CDF,Lake-Napa,NA,7/10/1983,7/12/1983,1200,0,I,NA,NA,NA,B,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
1983,PORT COSTA SERIES,,CDF,Santa Clara,NA,8/7/1983,8/7/1983,325,0,V,NA,NA,NA,WBG,Arson,10,NA,NA,NA,NA,NA,NA,NA
1983,ROTTA,,CDF,San Luis Obispo,NA,7/9/1983,7/9/1983,350,0,V,NA,NA,NA,B,Misc,NA,NA,NA,NA,NA,NA,NA,NA
1983,ROVANA,,CDF,Owens Valley,NA,7/1/1983,7/1/1983,320,0,VI,NA,NA,NA,B,Playing with fire,NA,NA,NA,NA,NA,NA,NA,NA
1983,SKYWAY #3,,CDF,Butte,NA,7/14/1983,7/15/1983,502,0,II,NA,NA,NA,B,Smoking,NA,NA,NA,NA,NA,NA,NA,NA
1983,SNOW CREEK ASSIST,,CITY,Riverside,NA,5/25/1983,5/26/1983,75,4000,VI,NA,NA,NA,B,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983,STODDARD SERIES,1,LOCAL,San Bernardino,NA,7/7/1983,7/7/1983,0,1500,VI,NA,NA,NA,N/A,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
1983,SUMMIT,,CDF,San Bernardino,NA,9/4/1983,9/4/1983,1147,0,VI,NA,NA,NA,B,Misc,NA,NA,NA,NA,NA,NA,NA,NA
1983,WHITE,,CDF,San Bernardino,NA,9/24/1983,9/24/1983,530,0,VI,NA,NA,NA,B,Misc,NA,NA,NA,NA,NA,NA,NA,NA
1984,AGUANGA,,USFS,Cleveland NF,NA,5/30/1984,6/3/1984,1708,4293,VI,NA,NA,NA,B,Lightning,NA,NA,NA,NA,NA,NA,NA,NA
1984,BAR-O-ESCAPE,,CDF,Tulare,NA,8/29/1984,9/1/1984,1390,NA,IV,NA,NA,NA,B,Misc,NA,NA,NA,NA,NA,NA,NA,NA
1984,BARTON,,CDF,Fresno-Kings,NA,5/29/1984,5/30/1984,300,NA,IV,NA,NA,NA,BG,Playing with fire,NA,NA,NA,NA,NA,NA,NA,NA
1984,BIDWELL,,CDF,Butte,NA,7/2/1984,7/5/1984,6900,NA,II,NA,NA,NA,B,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
1984,BLM #1,,CDF,San Luis Obispo,NA,5/21/1984,5/21/1984,560,NA,V,NA,NA,NA,B,Misc,NA,NA,NA,NA,NA,NA,NA,NA
1984,BLM D 284,,BLM,Lassen-Modoc,NA,7/5/1984,NA,NA,12100,II,NA,NA,NA,NA,BA,NA,NA,NA,NA,NA,NA,NA,NA
1984,BLM D 337,,BLM,Lassen-Modoc,NA,8/11/1984,NA,NA,1480,II,NA,NA,NA,NA,BA,NA,NA,NA,NA,NA,NA,NA,NA
1984,BODFISH,,CC,Kern County,NA,7/7/1984,7/13/1984,NA,23200,IV,NA,NA,NA,B,Debris,NA,NA,NA,NA,NA,NA,NA,NA
1984,BOLAM,,CDF,Siskiyou,NA,11/1/1984,11/2/1984,370,NA,II,NA,NA,NA,B,Debris,NA,NA,NA,NA,NA,NA,NA,NA
1984,BONANZA,,CDF,San Benito-Monterey,NA,6/2/1984,6/3/1984,12906,NA,V,NA,NA,NA,WBG,Debris,NA,NA,NA,NA,NA,NA,NA,NA
1984,BOWLES,,CDF,San Diego,NA,9/6/1984,9/8/1984,2836,NA,VI,NA,NA,NA,B,Arson,NA,NA,NA,NA,NA,NA,NA,NA
1984,CANEL,,LOCAL,Riverside,NA,10/26/1984,10/28/1984,NA,665,VI,NA,NA,NA,B,Misc,NA,NA,NA,NA,NA,NA,NA,NA
1984,CHINA HAT,,CDF,Madera-Mariposa,NA,8/30/1984,8/30/1984,2000,NA,IV,NA,NA,NA,G,Misc,NA,NA,NA,NA,NA,NA,NA,NA
1984,COAL,,CC,Orange County,NA,7/8/1984,7/9/1984,42,508,VI,NA,NA,NA,B,Playing with fire,NA,NA,NA,NA,NA,NA,NA,NA
1984,COW,,BLM,Owens Valley,NA,9/29/1984,9/30/1984,NA,2980,VI,NA,NA,NA,B,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
1984,CREST,,USFS,Angeles NF,NA,1/26/1984,1/29/1984,NA,600,VI,NA,NA,NA,BG,Electrical power,NA,NA,NA,NA,NA,NA,NA,NA
1984,EAGLE,,CDF,Lassen-Modoc,NA,8/12/1984,8/13/1984,580,NA,II,NA,NA,NA,T,Campfire,NA,NA,NA,NA,NA,NA,NA,NA
1984,FAY RANCH,,CC,Kern County,NA,5/8/1984,5/10/1984,NA,1175,IV,NA,NA,NA,BG,Misc,NA,NA,NA,NA,NA,NA,NA,NA
1984,FLAT TOP,,CDF,Fresno-Kings,NA,5/25/1984,5/26/1984,6825,NA,IV,NA,NA,NA,BG,Electrical power,NA,NA,NA,NA,NA,NA,NA,NA
1984,GRIMES,,CC,Ventura County,NA,5/7/1984,5/8/1984,NA,10500,VI,NA,NA,NA,BG,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
1984,KERN #10,,CC,Kern County,NA,5/30/1984,NA,NA,300,IV,NA,NA,NA,B,Lightning,NA,NA,NA,NA,NA,NA,NA,NA
1984,KERN CO. #25,,CC,Kern County,NA,8/18/1984,8/18/1984,NA,1500,IV,NA,NA,NA,BG,BA,NA,NA,NA,NA,NA,NA,NA,NA
1984,KERN CO. #26,,CC,Kern County,NA,8/19/1984,8/20/1984,NA,300,IV,NA,NA,NA,B,BA,NA,NA,NA,NA,NA,NA,NA,NA
1984,KERN CO. #27,,CC,Kern County,NA,8/19/1984,8/20/1984,NA,6000,IV,NA,NA,NA,BG,BA,NA,NA,NA,NA,NA,NA,NA,NA
1984,LOS FLORES,,CDF,San Bernardino,NA,5/30/1984,5/30/1984,316,NA,VI,NA,NA,NA,B,Lightning,NA,NA,NA,NA,NA,NA,NA,NA
1984,LOWERY,,CDF,Tehama-Glenn,NA,7/12/1984,7/13/1984,2645,NA,II,NA,NA,NA,WBG,Campfire,1,NA,NA,NA,NA,NA,NA,NA
1984,LYTLE,,USFS,San Bernardino,NA,5/28/1984,5/30/1984,NA,2100,VI,NA,NA,NA,B,BA,NA,NA,NA,NA,NA,NA,NA,NA
1984,MARIPOSA,,CDF,San Bernardino,NA,8/27/1984,8/27/1984,280,60,VI,NA,NA,NA,B,Arson,NA,NA,NA,NA,NA,NA,NA,NA
1984,MILL CREEK,,CDF,Tehama-Glenn,NA,7/28/1984,7/30/1984,4020,NA,II,NA,NA,NA,W,Smoking,NA,NA,NA,NA,NA,NA,NA,NA
