Year,FIRE_NAME,Damaged_structures,Destroyed_structures,Ranger_unit,Start,Incident_number,County,County2,Region,Ranger_unit2,National_forest,County3,Fire_name2,DPA,DPA2,CDF_acres_burned,Other_acres_burned,Veg_type,Cause,Firefighter_fatalities,Civilian_fatalities,Contained
2017,BATTLE,0,0,NA,6/28/17,MDF-415,Modoc,NA,NA,NA,NA,NA,NA,USFS,NA,NA,640,BG,Undetermined,0,0,7/1/17
1979,BAUTISTA,0,0,Riverside,6/26/79,NA,NA,NA,VI,NA,NA,NA,NA,CDF,NA,600,0,B,Arson,NA,NA,6/28/79
1994,BDF 5587,7,14,Riverside,7/1/94,NA,NA,NA,South,NA,NA,NA,NA,USFS,NA,NA,19200,NA,Lightning,0,0,7/3/94
2011,BEACON,0,0,NA,8/27/11,LNU-006823,Solano,NA,NA,NA,NA,NA,NA,CDF,NA,715,NA,BG,Undetermined,0,0,8/30/11
2016,BEALE,0,0,NA,8/18/16,NEU-20037,Yuba,NA,NA,NA,NA,NA,NA,CDF,NA,389,NA,G,Misc,0,0,8/19/16
2017,BEALE,0,0,NA,8/20/17,NEU-21927,Yuba,NA,NA,NA,NA,NA,NA,DOD,NA,NA,950,G,Undetermined,0,0,8/20/17
2012,BEAR,0,0,NA,8/5/12,SNF-1940,Fresno,NA,NA,NA,NA,NA,NA,USFS,NA,NA,835,TB,Lightning,0,0,8/12/12
2017,BEAR,0,6,NA,10/16/17,CZU-7822,Santa Cruz,NA,NA,NA,NA,NA,NA,CDF,NA,391,NA,T,Arson,0,0,10/29/17
2004,BEAR,10,5,Madera-Mariposa,9/2/04,NA,NA,NA,Sierra,NA,NA,NA,NA,CDF,NA,400,NA,B,Undetermined,NA,NA,9/4/04
2004,BEAR,28,86,Shasta-Trinity,8/11/04,NA,NA,NA,Cascade,NA,NA,NA,NA,CDF,NA,10848,NA,TW,Equipment use,NA,NA,8/16/04
1987,BEAR,0,0,NA,8/30/87,NA,Trinity,NA,NA,NA,Shasta-Trinity,NA,NA,USFS,NA,NA,550,NA,Lightning,0,NA,9/12/87
1990,BEAR,0,0,Shasta-Trinity,8/8/90,NA,NA,NA,II,NA,NA,NA,NA,USFS,NA,1175,300,TGWB,Lightning,NA,NA,8/12/90
2010,BEAR CREEK,0,0,NA,10/28/10,AFV-3344,Santa Barbara,NA,NA,NA,NA,NA,NA,MIL,NA,NA,1253,T,Powerlines,0,0,10/30/10
1987,BEAR WALLOW,0,0,NA,8/30/87,NA,Trinity,NA,NA,NA,Shasta-Trinity,NA,NA,USFS,NA,NA,2150,NA,Lightning,0,NA,9/21/87
2008,BEAR WALLOW COMPLEX (KLAMATH THEATER),0,0,NA,6/22/08,KNF-3393,Siskiyou,NA,NA,NA,NA,NA,NA,USFS,NA,NA,192038,TB,Lightning,2,0,9/30/08
1987,BEAR-I,0,0,NA,8/30/87,NA,Trinity,NA,NA,NA,Shasta-Trinity,NA,NA,USFS,NA,NA,5750,NA,Lightning,0,NA,9/12/87
1987,BEARCAT,0,0,NA,8/30/87,NA,Siskiyou,NA,NA,NA,Klamath,NA,NA,USFS,NA,NA,2430,NA,Lightning,0,NA,9/9/87
2013,BECKS,0,0,NA,1/22/13,LNU-477,Lake,NA,NA,NA,NA,NA,NA,CDF,NA,335,NA,B,Debris Burning,0,0,1/23/13
1983,BEDFORD,0,0,Riverside,8/13/83,NA,NA,NA,VI,NA,NA,NA,NA,CDF,NA,310,0,B,Equipment use,NA,NA,8/13/83
1990,BEDFORD 923,0,0,Riverside,6/27/90,NA,NA,NA,III,NA,NA,NA,NA,CDF,NA,2190,NA,B,Misc,NA,NA,6/29/90
1989,BEEGUM,0,0,Tehama-Glenn,8/15/89,NA,NA,NA,II,NA,NA,NA,NA,CDF,NA,700,NA,B,NA,NA,NA,8/19/89
1999,BEHEMOTASH,0,0,Shasta-Trinity,8/23/99,NA,NA,NA,Coast,NA,NA,NA,NA,CDF,NA,2000,NA,TWB,Lightning,0,0,8/23/99
1993,BELL,0,0,San Diego,9/22/93,NA,NA,NA,III,NA,NA,NA,NA,CDF,NA,300,NA,B,Campfire,0,0,9/23/93
2001,BELL,0,0,San Diego,12/8/01,NA,NA,NA,South,NA,NA,NA,NA,CDF,NA,1204,NA,B,Undetermined,0,0,12/11/01
1982,BELL VALLEY,0,0,San Diego,8/19/82,NA,NA,NA,VI,NA,NA,NA,NA,CDF,NA,562,31,B,Campfire,NA,NA,8/20/82
1996,BELLI RANCH,0,0,Out of State (Nevada),8/5/96,NA,NA,NA,Cascade,NA,NA,NA,NA,NEVADA,NA,NA,6724,NA,NA,0,0,8/8/96
2017,BEN,0,0,NA,6/28/17,MMU-13022,Mariposa,NA,NA,NA,NA,NA,NA,CDF,NA,558,NA,BG,Vehicle,0,0,7/6/17
1995,BENTON,0,0,Riverside,7/30/95,NA,NA,NA,South,NA,NA,NA,NA,CDF,NA,430,NA,B,Arson,0,0,7/30/95
1988,BENTON,0,0,Riverside,10/9/88,NA,NA,NA,III,NA,NA,NA,NA,CDF,NA,2000,NA,BG,Campfire,NA,NA,10/10/88
2014,BERNARDO,0,0,NA,5/13/14,MVU-10055,San Diego,NA,NA,NA,NA,NA,NA,Local,NA,NA,1548,BG,Equipment Use,0,0,5/21/14
1979,BERNARDO,0,0,San Diego,9/15/79,NA,NA,NA,VI,NA,NA,NA,NA,CDF,NA,1050,7050,B,Arson,NA,NA,9/15/79
2017,BERRY,0,0,NA,9/12/17,SHU-9460,Shasta,NA,NA,NA,NA,NA,NA,CDF,NA,900,NA,B,Lightning,0,0,10/4/17
2000,BERRYESSA,5,15,Napa,6/13/00,NA,NA,NA,Coast,NA,NA,NA,NA,CDF,NA,5731,NA,WB,Equipment use,0,0,6/16/00
1984,BIDWELL,0,0,Butte,7/2/84,NA,NA,NA,II,NA,NA,NA,NA,CDF,NA,6900,NA,B,Equipment use,NA,NA,7/5/84
1979,BIDWELL PARK,0,0,Butte,7/25/79,NA,NA,NA,II,NA,NA,NA,NA,CITY,NA,1220,80,WB,Arson,NA,NA,7/26/79
1980,BIG ANTELOPE,0,0,Tehama-Glenn,6/27/80,NA,NA,NA,II,NA,NA,NA,NA,CDF,NA,600,0,B,Arson,NA,NA,6/28/80
1999,BIG BAR COMPLEX,0,0,Shasta-Trinity NF,8/23/99,NA,NA,NA,Coast,NA,NA,NA,NA,USFS,NA,NA,140948,NA,Lightning,0,0,11/3/99
1980,BIG BASIN #7,0,0,San Mateo-Santa Cruz,11/16/80,NA,NA,NA,V,NA,NA,NA,NA,CDF,NA,335,0,TB,Campfire,NA,NA,11/19/80
1987,BIG BUCK,0,0,NA,8/30/87,NA,Siskiyou,NA,NA,NA,Klamath,NA,NA,USFS,NA,NA,475,NA,Lightning,0,NA,9/20/87
1994,BIG CREEK,0,0,Sequoia NF,8/24/94,NA,NA,NA,Sierra,NA,NA,NA,NA,USFS,NA,NA,5250,NA,NA,0,0,8/30/94
2008,BIGHORN,0,0,NA,5/14/08,ANF-1444,Los Angeles,NA,NA,NA,NA,NA,NA,USFS,NA,NA,490,B,Misc,0,0,5/21/08
2012,BILLY,0,0,NA,5/31/12,MMU-008599,Merced,NA,NA,NA,NA,NA,NA,CDF,NA,434,NA,G,Electrical power,0,0,5/31/12
1990,BINGO RINCON #3,0,0,San Diego,6/26/90,NA,NA,NA,III,NA,NA,NA,NA,BIA,NA,NA,300,B,Arson,NA,NA,6/27/90
2003,BIRD,0,0,Santa Clara,6/1/03,NA,NA,NA,Coast,NA,NA,NA,NA,CDF,NA,6804,NA,GB,Equipment use,NA,NA,6/1/03
1998,BITTERWATER,0,5,San Luis Obispo,7/20/98,NA,NA,NA,Coast,NA,NA,NA,NA,CDF,NA,420,NA,G,Vehicle,0,0,7/20/98
2014,BLACK,0,11,NA,9/13/14,MEU-8882,Mendocino,NA,NA,NA,NA,NA,NA,CDF,NA,403,NA,B,Equipment Use,0,0,9/17/14
1981,BLACK HAWK,0,0,Santa Clara,7/14/81,NA,NA,NA,V,NA,NA,NA,NA,CDF,NA,2400,0,WBG,Arson,NA,NA,7/16/81
1985,BLACK MOUNTAIN,0,0,Ventura County,7/3/85,NA,NA,NA,VI,NA,NA,NA,NA,CC,NA,NA,1200,NA,NA,NA,NA,7/5/85
1989,BLACK MOUNTAIN,0,0,San Diego,11/28/89,NA,NA,NA,III,NA,NA,NA,NA,CITY,NA,NA,3000,G,NA,NA,NA,11/29/89
2000,BLACK RANCH,2,3,Riverside,9/9/00,NA,NA,NA,South,NA,NA,NA,NA,CDF,NA,475,NA,GB,Shooting,0,0,9/11/00
2017,BLAINE,46,0,NA,8/13/17,RRU-99747,Riverside,NA,NA,NA,NA,NA,NA,CDF,NA,1500,NA,BG,Undetermined,0,0,8/16/17
1982,BLAINE,0,0,Riverside,8/18/82,NA,NA,NA,VI,NA,NA,NA,NA,CDF,NA,320,0,BG,Play W/Fire,NA,NA,8/19/82
1987,BLAKE,0,0,NA,8/30/87,NA,Humboldt,NA,NA,NA,Six Rivers,NA,NA,USFS,NA,NA,1895,NA,Lightning,0,NA,9/3/87
2006,BLM - 2,0,0,Fresno-Kings,7/22/06,NA,NA,NA,Sierra,NA,NA,NA,NA,OTHER,NA,0,8400,G,Lightning,NA,NA,7/22/06
1984,BLM #1,0,0,San Luis Obispo,5/21/84,NA,NA,NA,V,NA,NA,NA,NA,CDF,NA,560,NA,B,Misc,NA,NA,5/21/84
1997,BLM #1 (JACKS),0,0,Sequoia NF,8/9/97,NA,NA,NA,Sierra,NA,NA,NA,NA,USFS,NA,NA,5693,NA,Lightning,0,0,8/14/97
1988,BLM 417,0,0,Lassen-Modoc,9/29/88,NA,NA,NA,II,NA,NA,NA,NA,BLM,NA,NA,2060,NA,NA,NA,NA,NA
1988,BLM 4516,0,0,Lassen-Modoc,8/10/88,NA,NA,NA,II,NA,NA,NA,NA,BLM,NA,NA,2000,NA,NA,NA,NA,NA
1984,BLM D 284,0,0,Lassen-Modoc,7/5/84,NA,NA,NA,II,NA,NA,NA,NA,BLM,NA,NA,12100,NA,BA,NA,NA,NA
1984,BLM D 337,0,0,Lassen-Modoc,8/11/84,NA,NA,NA,II,NA,NA,NA,NA,BLM,NA,NA,1480,NA,BA,NA,NA,NA
2002,BLM D596,0,0,Lassen-Modoc,7/13/02,NA,NA,NA,Cascade,NA,NA,NA,NA,OTHER,NA,4500,NA,G,Lightning,NA,NA,7/13/02
1999,BLOOMER #3,9,9,Butte,8/23/99,NA,NA,NA,Coast,NA,NA,NA,NA,CDF,NA,2590,NA,GB,Lightning,0,0,8/30/99
2011,BLUE,0,0,NA,12/1/11,TCU-0010455,Calaveras,NA,NA,NA,NA,NA,NA,CDF,NA,698,NA,T,Other,0,0,12/6/11
2001,BLUE COMPLEX,0,1,Modoc NF,8/9/01,NA,NA,NA,Cascade,NA,NA,NA,NA,USFS,NA,NA,37950,NA,Lightning,NA,NA,8/10/01
1979,BLUE CREEK,0,0,Humboldt-Del Norte,6/8/79,NA,NA,NA,I,NA,NA,NA,NA,CDF,NA,363,0,T,Equipment use,NA,NA,6/10/79
1988,BLUE RIDGE,0,0,Lake-Napa,9/18/88,NA,NA,NA,I,NA,NA,NA,NA,CDF,NA,5371,NA,WB,Equipment use,NA,NA,9/22/88
2016,BLUECUT,8,321,NA,8/16/16,BDF-10468,San Bernardino,NA,NA,NA,NA,NA,NA,USFS,NA,NA,36274,BGT,Undetermined,0,0,9/8/16
2002,BLUECUT,0,0,San Bernardino,6/16/02,NA,NA,NA,South,NA,NA,NA,NA,USFS,NA,NA,6864,NA,NA,NA,NA,6/22/02
1985,BLUENOSE,0,0,Shasta-Trinity,7/27/85,NA,NA,NA,II,NA,NA,NA,NA,CDF,NA,312,NA,T,Lightning,NA,NA,7/29/85
1995,BLUFF,2,3,Riverside,10/13/95,NA,NA,NA,South,NA,NA,NA,NA,CDF,NA,2624,NA,BG,Campfire,0,0,10/16/95
2008,BLUFF,0,0,San Bernardino,3/16/08,NA,NA,NA,NA,NA,NA,NA,NA,CDF,NA,680,NA,BG,Campfire,0,0,3/20/08
2010,BODFISH,0,0,NA,7/15/10,CND-2466,Kern,NA,NA,NA,NA,NA,NA,USFS,NA,NA,552,BG,Lightning,0,0,7/18/10
1984,BODFISH,0,0,Kern County,7/7/84,NA,NA,NA,IV,NA,NA,NA,NA,CC,NA,NA,23200,B,Debris,NA,NA,7/13/84
2016,BOGART,0,1,NA,8/30/16,RRU-105125,Riverside,NA,NA,NA,NA,NA,NA,CDF,NA,1470,NA,BG,Undetermined,0,0,9/5/16
1984,BOLAM,0,0,Siskiyou,11/1/84,NA,NA,NA,II,NA,NA,NA,NA,CDF,NA,370,NA,B,Debris,NA,NA,11/2/84
2017,BOLES,0,0,NA,8/23/17,MDF-1102,Modoc,NA,NA,NA,NA,NA,NA,USFS,NA,NA,371,GT,Lightning,0,0,9/4/17
1984,BONANZA,0,0,San Benito-Monterey,6/2/84,NA,NA,NA,V,NA,NA,NA,NA,CDF,NA,12906,NA,WBG,Debris,NA,NA,6/3/84
1992,BORAX,0,15,Lake-Napa,8/19/92,NA,NA,NA,I,NA,NA,NA,NA,CDF,NA,1750,200,W,Undetermined,0,0,8/19/92
1987,BORDEN,0,0,NA,9/3/87,NA,Sacramento,NA,NA,NA,NA,NA,NA,CDF,NA,432,NA,NA,Arson,0,NA,9/3/87
2004,BORDER #16,0,1,San Diego,9/13/04,NA,NA,NA,South,NA,NA,NA,NA,CDF,NA,965,NA,B,Undetermined,NA,NA,9/13/04
2005,BORDER #50,0,0,San Diego,10/5/05,NA,NA,NA,South,NA,NA,NA,NA,CDF,NA,4103,NA,TB,Undetermined,NA,NA,10/8/05
1999,BORDER #95,0,0,San Diego,10/8/99,NA,NA,NA,South,NA,NA,NA,NA,CDF/BLM,NA,1000,NA,B,Campfire,0,0,10/9/99
2016,BORDER 3,3,16,NA,6/19/16,MVU-14498,San Diego,NA,NA,NA,NA,NA,NA,CDF,NA,7609,NA,BG,Undetermined,NA,2,7/1/16
2006,BORDER FIRE #16,0,0,San Diego,7/20/06,NA,NA,NA,South,NA,NA,NA,NA,CDF,NA,315,0,B,Undetermined,NA,NA,7/20/06
2002,BOREL,0,0,Tulare,6/15/02,NA,NA,NA,Sierra,NA,NA,NA,NA,USFS,NA,NA,3430,NA,NA,NA,NA,6/17/02
1996,BORREGO,0,0,San Diego,4/21/96,NA,NA,NA,South,NA,NA,NA,NA,CDF,NA,1325,NA,B,Undetermined,0,0,4/25/96
2002,BOUQUET,0,0,San Bernardino,5/11/02,NA,NA,NA,South,NA,NA,NA,NA,USFS,NA,NA,4977,NA,NA,NA,NA,5/13/02
1990,BOW,0,0,Shasta-Trinity,8/9/90,NA,NA,NA,II,NA,NA,NA,NA,CDF,NA,650,NA,T,Lightning,NA,NA,8/13/90
1984,BOWLES,0,0,San Diego,9/6/84,NA,NA,NA,VI,NA,NA,NA,NA,CDF,NA,2836,NA,B,Arson,NA,NA,9/8/84
1993,BOX,0,0,Riverside,10/27/93,NA,NA,NA,III,NA,NA,NA,NA,CDF,NA,3500,NA,GB,Arson,0,0,10/28/93
1980,BOX,0,0,Riverside,7/13/80,NA,NA,NA,VI,NA,NA,NA,NA,CDF,NA,800,0,BG,Arson,NA,NA,7/14/80
1986,BRADLEY,0,0,Ventura County,11/10/86,NA,NA,NA,III,NA,NA,NA,NA,CC,NA,NA,9027,WBG,Equipment use,NA,NA,11/11/86
1994,BRANCH,0,0,San Luis Obispo,6/18/94,NA,NA,NA,South,NA,NA,NA,NA,LOCAL,NA,NA,2400,GA,Equipment use,0,0,6/18/94
2013,BRANCH,0,0,NA,6/1/13,LPF-1535,San Luis Obispo,NA,NA,NA,NA,NA,NA,USFS,NA,NA,486,BG,Unidentified,0,0,6/4/13
1987,BRANHAM,0,0,NA,8/30/87,NA,Lassen,NA,NA,NA,Stanislaus,NA,NA,BLM,NA,NA,1150,NA,Lightning,0,NA,8/31/87
2008,BREAKNECK,0,0,Butte,6/21/08,NA,NA,NA,NA,NA,NA,NA,NA,CDF,NA,715,NA,T,Lightning,0,0,7/9/08
2011,BRECKENRIDGE COMPLEX,0,0,NA,9/10/11,KRN-0027969,Kern,NA,NA,NA,NA,NA,NA,CDF,CC,25213,NA,BG,Lightning,0,0,9/17/11
2001,BRICEBURG,0,0,Mariposa/SNF,7/24/01,NA,NA,NA,South,NA,NA,NA,NA,CDF,NA,800,NA,GWB,Under investigation,0,0,7/25/01
1987,BRICEBURG,0,0,NA,9/9/87,NA,Lassen,NA,NA,NA,NA,NA,NA,CDF,NA,411,NA,NA,Arson,0,NA,9/11/87
1994,BRIDGE,0,0,Nevada-Yuba-Placer,8/24/94,NA,NA,NA,Cascade,NA,NA,NA,NA,CDF,NA,310,NA,B,Undetermined,0,0,8/24/94
1988,BRIDGE,0,0,Tuolumne-Calaveras,7/19/88,NA,NA,NA,IV,NA,NA,NA,NA,CDF,NA,6778,NA,TWBG,Arson,NA,NA,7/22/88
2017,BRIDGE 2,0,0,NA,7/14/17,BDU-9854,San Bernardino,NA,NA,NA,NA,NA,NA,CDF,NA,460,NA,BG,Undetermined,0,0,7/18/17
2010,BRIGGS,0,0,NA,7/29/10,ANF-3201,Los Angeles,NA,NA,NA,NA,NA,NA,USFS,NA,NA,510,B,Undetermined,0,0,7/30/10
2007,BROKEOFF,0,0,NA,5/21/07,NA,NA,NA,Shasta-Trinity,NA,NA,NA,NA,NA,NA,100,0,T,Unidentified,0,0,5/21/07
1979,BROWN,0,0,Riverside,6/26/79,NA,NA,NA,VI,NA,NA,NA,NA,CDF,NA,718,0,B,Misc,NA,NA,6/26/79
2009,BROWN (H-31),0,0,NA,8/2/09,LNF-3874,Shasta,NA,NA,NA,NA,NA,NA,USFS,NA,NA,1865,T,Lightning,0,0,8/12/09
2008,BROWN COMPLEX,0,0,San Benito-Monterey,6/21/08,NA,NA,NA,NA,NA,NA,NA,NA,CDF,NA,3870,NA,G,Lightning,0,0,6/25/08
1994,BROWNS,1,4,Shasta-Trinity,7/12/94,NA,NA,NA,Cascade,NA,NA,NA,NA,CDF,NA,1650,NA,TB,Vehicle,0,0,7/14/94
1979,BRUNSWICK,0,0,Tuolumne-Calaveras,6/8/79,NA,NA,NA,IV,NA,NA,NA,NA,CDF,NA,1295,0,WBG,Misc,NA,NA,6/8/79
2008,BRUSHY 1 LIGHTNING,0,0,Mendocino,6/21/08,NA,NA,NA,NA,NA,NA,NA,NA,CDF,NA,391,NA,G,Lightning,0,0,6/26/08
2008,BRUSHY 3 LIGHTNING,0,0,Mendocino,6/21/08,NA,NA,NA,NA,NA,NA,NA,NA,CDF,NA,327,NA,G,Lightning,0,0,7/13/08
2008,BRUSHY LIGHTNING,0,0,Mendocino,7/4/08,NA,NA,NA,NA,NA,NA,NA,NA,CDF,NA,391,NA,U,Lightning,0,0,7/15/08
2017,BRYANT,0,1,NA,8/3/17,BDU-10918,San Bernardino,NA,NA,NA,NA,NA,NA,CDF,NA,325,NA,BG,Undetermined,0,0,8/14/17
1986,BRYANT CANYON,0,0,San Benito-Monterey,5/24/86,NA,NA,NA,IV,NA,NA,NA,NA,CDF,NA,2677,NA,BG,Equipment use,NA,NA,5/24/86
2009,BRYSON,0,1,Monterey,8/26/09,NA,NA,NA,NA,NA,NA,NA,NA,CDF,NA,3383,NA,B,Structure,0,0,8/29/09
1981,BUCHANAN,0,0,Tuolumne-Calaveras,8/8/81,NA,NA,NA,IV,NA,NA,NA,NA,CDF,NA,706,0,BG,Equipment use,NA,NA,8/10/81
2017,BUCK,0,0,NA,9/12/17,SHF-1850,Trinity,NA,NA,NA,NA,NA,NA,USFS,NA,NA,13434,BGT,Lightning,0,0,11/5/17
2012,BUCK,0,4,NA,8/14/12,RRU-080142,Riverside,NA,NA,NA,NA,NA,NA,CDF,NA,2681,NA,GB,Lightning,0,0,8/18/12
1988,BUCKEYE,0,0,Sequoia NP,10/16/88,NA,NA,NA,IV,NA,NA,NA,NA,USFS,NA,NA,3075,TB,NA,NA,NA,NA
2010,BUCKHORN,0,0,NA,8/7/10,SNF-1497,Madera,NA,NA,NA,NA,NA,NA,USFS,NA,NA,466,T,Lightning,0,0,10/30/10
1980,BUCKRIDGE,0,0,San Benito-Monterey,8/8/80,NA,NA,NA,V,NA,NA,NA,NA,CDF,NA,560,40,WBG,Equipment use,NA,NA,8/9/80
2017,BUFFALO,0,0,NA,10/17/17,MCP,San Diego,NA,NA,NA,NA,NA,NA,DOD,NA,NA,1088,B,Undetermined,0,0,10/19/17
2010,BULL,0,14,NA,7/26/10,SQF-2701,Kern,NA,NA,NA,NA,NA,NA,USFS,NA,NA,16442,B,Misc,0,0,8/10/10
2010,BULLARD,0,0,NA,8/27/10,TNF-1579,Yuba,NA,NA,NA,NA,NA,NA,USFS,NA,NA,1307,T,Human,0,0,8/31/10
2010,BULLARDS,0,0,NA,8/27/10,NEU-8316,Nevada,NA,NA,NA,NA,NA,NA,CALFIRE,NA,1500,NA,G,Other,0,0,9/13/10
2014,BULLY,1,18,NA,7/11/14,SHU-6248,Shasta,NA,NA,NA,NA,NA,NA,CDF,NA,12661,NA,G,Vehicle,0,1,7/23/14
2008,BURGER CREEK LIGHTNING,0,0,Mendocino,7/4/08,NA,NA,NA,NA,NA,NA,NA,NA,CDF,NA,528,NA,T,Lightning,0,0,7/12/08
1992,BURNEY,0,0,Shasta-Trinity,7/27/92,NA,NA,NA,II,NA,NA,NA,NA,CDF,NA,800,NA,T,Playing with fire,0,0,7/28/92
1988,BURNEY,0,0,Shasta-Trinity,8/29/88,NA,NA,NA,II,NA,NA,NA,NA,CDF,NA,2925,NA,T,Misc,NA,NA,9/1/88
2002,BURNS,0,0,Mendocino,9/19/02,NA,NA,NA,Coast,NA,NA,NA,NA,CDF,NA,485,NA,GTW,Equipment use,0,0,9/20/02
1979,BURRO/MOE 59,0,0,Riverside,8/23/79,NA,NA,NA,VI,NA,NA,NA,NA,CDF,NA,1545,0,B,Arson,NA,NA,8/23/79
1989,BURROUGHS,0,0,Fresno-Kings,7/23/89,NA,NA,NA,IV,NA,NA,NA,NA,CDF,NA,1542,NA,B,Arson,NA,NA,7/24/89
2011,BURST COMPLEX,0,0,NA,9/15/11,STF-3013,Tuolumne,NA,NA,NA,NA,NA,NA,USFS,NA,NA,508,T,Lightning,0,0,9/15/11
1992,BURTONS,0,0,Butte,9/25/92,NA,NA,NA,II,NA,NA,NA,NA,CDF,NA,6000,NA,B,Undetermined,0,0,9/26/92
2008,BUTCH LIGHTNING,0,0,Mendocino,7/4/08,NA,NA,NA,NA,NA,NA,NA,NA,CDF,NA,2800,NA,T,Lightning,0,0,7/4/08
2017,BUTTE,0,0,NA,8/7/17,SNF-1476,Madera,NA,NA,NA,NA,NA,NA,USFS,NA,NA,635,BT,Lightning,0,0,8/17/17
2015,BUTTE,0,965,NA,9/9/15,AEU-24918,Amador,NA,NA,NA,NA,NA,NA,CDF,NA,70868,NA,TBG,Electrical power,0,2,10/23/15
1979,BUTTE,0,1,Riverside,7/29/79,NA,NA,NA,VI,NA,NA,NA,NA,CDF,NA,686,0,BG,Arson,NA,NA,7/29/79
1990,BUTTE PG&E #24,0,0,Amador-El Dorado,11/6/90,NA,NA,NA,IV,NA,NA,NA,NA,CDF,NA,640,NA,GB,Equipment use,NA,NA,11/7/90
1995,BUTTERFIELD,0,0,San Diego,6/19/95,NA,NA,NA,South,NA,NA,NA,NA,CDF,NA,7083,NA,B,Misc,3,0,6/24/95
2014,BUTTS,0,9,NA,7/1/14,LNU-5333,Napa,NA,NA,NA,NA,NA,NA,CDF,NA,4300,NA,G,Equipment Use,0,0,7/10/14
2001,BUZZ,0,0,Nevada Desert,8/12/01,NA,NA,NA,Cascade,NA,NA,NA,NA,BLM,NA,NA,2206,NA,Lightning,NA,NA,8/12/01
1987,BUZZARD,0,0,NA,8/31/87,NA,Shasta,NA,NA,NA,NA,NA,NA,CDF,NA,700,NA,NA,Playing with fire,0,NA,9/2/87
1996,BYERS,0,0,Lassen,7/2/96,NA,NA,NA,Cascade,NA,NA,NA,NA,CDF,NA,1000,NA,B,Vehicle,0,0,7/3/96
1996,CABAZON,0,0,Riverside,8/15/96,NA,NA,NA,South,NA,NA,NA,NA,CDF,NA,675,127,B,Smoking,0,0,8/15/96
1985,CABAZON,0,0,Riverside,6/27/85,NA,NA,NA,VI,NA,NA,NA,NA,CDF,NA,3111,17269,BG,Misc,NA,NA,7/7/85
2005,CABEU003316,0,0,San Benito-Monterey,9/4/05,NA,NA,NA,Sierra,NA,NA,NA,NA,OTHER,NA,NA,1393,GB,Vehicle,NA,NA,9/5/05
2015,CABIN,0,0,NA,7/19/15,SQF-2313,Tulare,NA,NA,NA,NA,NA,NA,USFS,NA,NA,6980,T,Lightning,0,0,9/5/15
2015,CABIN,0,3,NA,8/14/15,ANF-3611,Los Angeles,NA,NA,NA,NA,NA,NA,USFS,NA,NA,1723,NA,Undetermined,0,0,8/20/20145
2010,CACTUS,0,1,NA,7/15/10,RRU-062442,Riverside,NA,NA,NA,NA,NA,NA,CALFIRE,NA,720,NA,G,Lightning,0,0,7/18/10
1998,CAJALCO FIRE,0,0,Riverside,8/31/98,NA,NA,NA,Coast,NA,NA,NA,NA,CDF,NA,2000,NA,T,Lightning,0,0,8/31/98
2002,CAJALCO FIRE,0,0,Riverside,3/17/02,NA,NA,NA,South,NA,NA,NA,NA,CDF,NA,575,NA,B,Equipment use,0,0,3/17/02
1996,CALABASAS FIRE,5,6,Los Angeles County,10/21/96,NA,NA,NA,South,NA,NA,NA,NA,CC,NA,NA,13010,NA,NA,0,0,10/26/96
2017,CALDWELL,0,0,NA,9/1/17,SQF-2435,Kern,NA,NA,NA,NA,NA,NA,USFS,NA,NA,1319,BG,Lightning,0,0,9/6/17
2012,CALF,0,0,NA,7/16/12,SLU-5716,San Luis Obispo,NA,NA,NA,NA,NA,NA,CDF,NA,640,NA,B,Equipment use,0,0,7/18/12
2015,CALGROVE,1,0,NA,6/24/15,LAC-173220,Los Angeles,NA,NA,NA,NA,NA,NA,LAC,NA,NA,415,B,Undetermined,0,0,6/26/15
1993,CALIFORNIA,40,107,Riverside,10/26/93,NA,NA,NA,III,NA,NA,NA,NA,CDF,NA,25100,NA,BG,Powerlines,0,0,10/30/93
1989,CALIFORNIA,0,0,Riverside,6/21/89,NA,NA,NA,III,NA,NA,NA,NA,CDF,NA,505,NA,B,NA,NA,NA,6/22/89
1997,CALIMESA,3,9,Riverside,6/10/97,NA,NA,NA,South,NA,NA,NA,NA,CDF,NA,377,NA,GB,Equipment use,0,0,6/10/97
1979,CALVERT,0,0,Riverside,7/9/79,NA,NA,NA,VI,NA,NA,NA,NA,CDF,NA,576,0,B,Arson,NA,NA,7/9/79
2008,CAMP,0,117,Butte,8/13/08,NA,NA,NA,NA,NA,NA,NA,NA,CDF,NA,47647,NA,T,Lightning,0,0,8/13/08
2016,CAMP ROBERTS,0,0,NA,5/18/16,SCU-5280,San Luis Obispo,NA,NA,NA,NA,NA,NA,MIL,NA,NA,3712,G,Undetermined,0,0,5/20/16
2014,CAMPBELL,0,0,NA,1/2/14,LNF-27,Tehama,NA,NA,NA,NA,NA,NA,USFS,NA,NA,865,TB,Human,0,0,1/10/14
1988,CAMPBELL,0,0,Lassen NF,8/31/88,NA,NA,NA,II,NA,NA,NA,NA,USFS,NA,NA,750,T,Lightning,NA,NA,9/3/88
1999,CAMPO,0,0,San Diego,8/21/99,NA,NA,NA,South,NA,NA,NA,NA,CDF,NA,1106,NA,B,Undetermined,0,0,8/22/99
1979,CAMPO,0,0,San Diego,9/10/79,NA,NA,NA,VI,NA,NA,NA,NA,CDF,NA,320,0,B,Arson,NA,NA,9/11/79
